Duration (in seconds),Finished,consent_1,self_tipi_1_1,self_tipi_2_1,self_tipi_3_1,self_tipi_4_1,self_tipi_5_1,self_tipi_6_1,self_tipi_7_1,self_tipi_8_1,self_tipi_9_1,self_tipi_10_1,Q150_First Click,Q150_Last Click,Q150_Page Submit,Q150_Click Count,self_ittp_O1_1,self_ittp_O2_1,self_ittp_O3_1,self_ittp_O4_1,self_ittp_C1_1,self_ittp_C2_1,self_ittp_C3_1,self_ittp_C4_1,self_ittp_E1_1,self_ittp_E2_1,self_ittp_E3_1,self_ittp_E4_1,self_ittp_A1_1,self_ittp_A2_1,self_ittp_A3_1,self_ittp_A4_1,self_ittp_N1_1,self_ittp_N2_1,self_ittp_N3_1,self_ittp_N4_1,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,self_mon1_1,self_mon2_1,self_mon3_1,self_mon4_1,self_mon5_1,self_mon6_1,self_mon7_1,self_mon8_1,self_mon9_1,self_mon10_1,self_mon11_1,self_mon12_1,self_mon13_1,Q171_First Click,Q171_Last Click,Q171_Page Submit,Q171_Click Count,targets_1,targets_19,targets_20,targets_21,targets_2,targets_22,targets_23,targets_24,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,tar_tipi_1_1,tar_tipi_1_2,tar_tipi_1_3,tar_tipi_1_4,tar_tipi_1_5,tar_tipi_1_6,tar_tipi_1_7,tar_tipi_1_8,tar_tipi_2_1,tar_tipi_2_2,tar_tipi_2_3,tar_tipi_2_4,tar_tipi_2_5,tar_tipi_2_6,tar_tipi_2_7,tar_tipi_2_8,tar_tipi_3_1,tar_tipi_3_2,tar_tipi_3_3,tar_tipi_3_4,tar_tipi_3_5,tar_tipi_3_6,tar_tipi_3_7,tar_tipi_3_8,tar_tipi_4_1,tar_tipi_4_2,tar_tipi_4_3,tar_tipi_4_4,tar_tipi_4_5,tar_tipi_4_6,tar_tipi_4_7,tar_tipi_4_8,tar_tipi_5_1,tar_tipi_5_2,tar_tipi_5_3,tar_tipi_5_4,tar_tipi_5_5,tar_tipi_5_6,tar_tipi_5_7,tar_tipi_5_8,tar_tipi_6_1,tar_tipi_6_2,tar_tipi_6_3,tar_tipi_6_4,tar_tipi_6_5,tar_tipi_6_6,tar_tipi_6_7,tar_tipi_6_8,tar_tipi_7_1,tar_tipi_7_2,tar_tipi_7_3,tar_tipi_7_4,tar_tipi_7_5,tar_tipi_7_6,tar_tipi_7_7,tar_tipi_7_8,tar_tipi_8_1,tar_tipi_8_2,tar_tipi_8_3,tar_tipi_8_4,tar_tipi_8_5,tar_tipi_8_6,tar_tipi_8_7,tar_tipi_8_8,tar_tipi_9_1,tar_tipi_9_2,tar_tipi_9_3,tar_tipi_9_4,tar_tipi_9_5,tar_tipi_9_6,tar_tipi_9_7,tar_tipi_9_8,tar_tipi_10_1,tar_tipi_10_2,tar_tipi_10_3,tar_tipi_10_4,tar_tipi_10_5,tar_tipi_10_6,tar_tipi_10_7,tar_tipi_10_8,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,tar_ittp_O1_1,tar_ittp_O1_2,tar_ittp_O1_3,tar_ittp_O1_4,tar_ittp_O1_5,tar_ittp_O1_6,tar_ittp_O1_7,tar_ittp_O1_8,tar_ittp_O2_1,tar_ittp_O2_2,tar_ittp_O2_3,tar_ittp_O2_4,tar_ittp_O2_5,tar_ittp_O2_6,tar_ittp_O2_7,tar_ittp_O2_8,tar_ittp_O3_1,tar_ittp_O3_2,tar_ittp_O3_3,tar_ittp_O3_4,tar_ittp_O3_5,tar_ittp_O3_6,tar_ittp_O3_7,tar_ittp_O3_8,tar_ittp_O4_1,tar_ittp_O4_2,tar_ittp_O4_3,tar_ittp_O4_4,tar_ittp_O4_5,tar_ittp_O4_6,tar_ittp_O4_7,tar_ittp_O4_8,tar_ittp_C1_1,tar_ittp_C1_2,tar_ittp_C1_3,tar_ittp_C1_4,tar_ittp_C1_5,tar_ittp_C1_6,tar_ittp_C1_7,tar_ittp_C1_8,tar_ittp_C2_1,tar_ittp_C2_2,tar_ittp_C2_3,tar_ittp_C2_4,tar_ittp_C2_5,tar_ittp_C2_6,tar_ittp_C2_7,tar_ittp_C2_8,tar_ittp_C3_1,tar_ittp_C3_2,tar_ittp_C3_3,tar_ittp_C3_4,tar_ittp_C3_5,tar_ittp_C3_6,tar_ittp_C3_7,tar_ittp_C3_8,tar_ittp_C4_1,tar_ittp_C4_2,tar_ittp_C4_3,tar_ittp_C4_4,tar_ittp_C4_5,tar_ittp_C4_6,tar_ittp_C4_7,tar_ittp_C4_8,tar_ittp_E1_1,tar_ittp_E1_2,tar_ittp_E1_3,tar_ittp_E1_4,tar_ittp_E1_5,tar_ittp_E1_6,tar_ittp_E1_7,tar_ittp_E1_8,tar_ittp_E2_1,tar_ittp_E2_2,tar_ittp_E2_3,tar_ittp_E2_4,tar_ittp_E2_5,tar_ittp_E2_6,tar_ittp_E2_7,tar_ittp_E2_8,tar_ittp_E3_1,tar_ittp_E3_2,tar_ittp_E3_3,tar_ittp_E3_4,tar_ittp_E3_5,tar_ittp_E3_6,tar_ittp_E3_7,tar_ittp_E3_8,tar_ittp_E4_1,tar_ittp_E4_2,tar_ittp_E4_3,tar_ittp_E4_4,tar_ittp_E4_5,tar_ittp_E4_6,tar_ittp_E4_7,tar_ittp_E4_8,tar_ittp_A1_1,tar_ittp_A1_2,tar_ittp_A1_3,tar_ittp_A1_4,tar_ittp_A1_5,tar_ittp_A1_6,tar_ittp_A1_7,tar_ittp_A1_8,tar_ittp_A2_1,tar_ittp_A2_2,tar_ittp_A2_3,tar_ittp_A2_4,tar_ittp_A2_5,tar_ittp_A2_6,tar_ittp_A2_7,tar_ittp_A2_8,tar_ittp_A3_1,tar_ittp_A3_2,tar_ittp_A3_3,tar_ittp_A3_4,tar_ittp_A3_5,tar_ittp_A3_6,tar_ittp_A3_7,tar_ittp_A3_8,tar_ittp_A4_1,tar_ittp_A4_2,tar_ittp_A4_3,tar_ittp_A4_4,tar_ittp_A4_5,tar_ittp_A4_6,tar_ittp_A4_7,tar_ittp_A4_8,tar_ittp_N1_1,tar_ittp_N1_2,tar_ittp_N1_3,tar_ittp_N1_4,tar_ittp_N1_5,tar_ittp_N1_6,tar_ittp_N1_7,tar_ittp_N1_8,tar_ittp_N2_1,tar_ittp_N2_2,tar_ittp_N2_3,tar_ittp_N2_4,tar_ittp_N2_5,tar_ittp_N2_6,tar_ittp_N2_7,tar_ittp_N2_8,tar_ittp_N3_1,tar_ittp_N3_2,tar_ittp_N3_3,tar_ittp_N3_4,tar_ittp_N3_5,tar_ittp_N3_6,tar_ittp_N3_7,tar_ittp_N3_8,tar_ittp_N4_1,tar_ittp_N4_2,tar_ittp_N4_3,tar_ittp_N4_4,tar_ittp_N4_5,tar_ittp_N4_6,tar_ittp_N4_7,tar_ittp_N4_8,Q153_First Click,Q153_Last Click,Q153_Page Submit,Q153_Click Count,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,similarity_8,similarity_9,similarity_10,similarity_11,similarity_12,similarity_13,similarity_14,similarity_15,similarity_16,similarity_17,similarity_18,similarity_19,similarity_20,similarity_21,similarity_22,similarity_23,similarity_24,similarity_25,similarity_26,similarity_27,similarity_28,similarity_29,similarity_30,similarity_31,similarity_32,similarity_33,similarity_34,similarity_35,similarity_36,Q154_First Click,Q154_Last Click,Q154_Page Submit,Q154_Click Count
1833,TRUE,1,3,5,6,5,5,6,5,4,4,4,3.841,51.585,52.672,16,3,4,3,3,2,4,2,3,3,4,4,2,3,2,4,5,4,3,2,3,8.843,210.013,211.876,31,3,2,3,4,1,2,3,1,2,2,2,1,3,9.941,149.656,151.323,18,April H,Jerry R,Lorenzo C,Cole B,Jason H,Kyle M,Emily P,Liam N,25.32,98.438,120.636,9,5,2,3,5,4,5,5,3,5,6,7,4,5,4,5,6,6,6,6,3,4,5,2,6,2,3,5,5,6,4,6,3,5,5,2,6,6,5,6,4,5,6,7,1,2,3,3,5,6,2,2,6,3,3,3,2,1,3,3,6,5,3,6,2,5,5,5,2,2,5,3,6,6,2,6,2,4,5,3,6,5.907,328.294,329.334,108,1,3,3,4,4,2,4,1,3,4,3,3,5,3,4,3,3,4,4,2,3,3,2,4,4,3,5,2,3,4,2,4,4,4,4,2,3,3,1,4,3,3,3,3,4,4,5,4,4,2,4,2,2,3,1,4,3,2,2,3,5,2,4,1,2,2,4,3,4,2,3,3,3,4,1,4,4,3,2,1,2,3,4,4,4,4,4,4,4,3,3,4,3,2,2,2,4,4,3,4,2,4,2,4,4,4,2,4,4,3,4,2,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,4,3,4,4,4,3,3,3,4,3,4,3,4,2,3,2,4,4,4,4,4,3,4,3,2,3,4,3,3,4,3,4,20.196,635.641,638.554,206,3,2,1,1,3,1,1,1,3,2,3,2,1,2,1,2,3,3,3,1,4,2,2,4,1,1,2,1,4,4,3,4,2,3,1,3,9.99,207.935,209.044,51
1488,TRUE,1,6,2,2,5,6,2,7,3,3,2,5.682,30.707,31.402,11,4,4,1,3,1,2,1,4,4,4,4,4,4,5,2,4,3,3,5,2,6.152,123.315,124.277,23,4,5,4,3,4,3,4,3,1,4,3,1,4,10.708,100.18,100.484,17,Ria,Brannigan,Ron,Kailee,Autumn,Kylie,John,Sas,39.302,103.262,161.091,12,5,7,7,2,4,5,3,4,1,2,3,7,2,1,5,6,6,5,5,2,4,6,5,2,2,4,4,7,3,2,3,6,7,7,7,3,5,7,2,4,2,2,1,6,3,6,4,2,7,6,5,1,5,7,2,2,2,3,2,6,4,1,5,6,5,3,5,1,5,7,3,2,1,1,3,4,3,1,4,2,6.718,197.965,198.795,83,3,4,2,5,2,3,1,4,3,3,3,4,3,3,3,4,1,2,3,2,4,1,5,2,4,2,3,4,2,4,2,2,3,2,2,2,2,4,2,3,2,2,2,3,3,2,1,2,3,2,2,1,2,3,2,2,2,2,3,1,4,3,1,2,2,3,3,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,3,2,3,3,3,4,4,2,4,3,3,4,4,4,4,4,4,4,4,1,4,3,2,3,3,3,3,4,3,3,2,4,4,4,4,2,4,4,1,4,2,2,3,5,2,2,3,4,2,2,3,5,4,2,2,3,4,4,4,3,4,4,2,4,2,2,4,5,2,2,4,3,10.691,666.224,666.562,205,4,3,1,2,5,1,2,3,1,2,4,1,1,1,2,3,2,1,2,1,2,4,3,4,2,2,1,4,5,5,4,3,3,5,1,2,4.771,104.8,105.101,43
1009,TRUE,1,7,1,7,1,7,1,7,1,7,1,5.44,35.079,36.513,11,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,17.702,190.173,191.271,24,5,5,5,0,5,5,5,5,0,5,5,5,5,20.602,128.772,129.263,15,Jacob B. ,John H. ,Mike R. ,Harvey S. ,Jessica P. ,Luke L. ,Nick K. ,Ross M. ,5.346,127.879,130.241,8,5,6,7,2,1,3,4,4,3,4,1,5,4,2,2,6,6,2,4,4,3,4,5,6,5,3,3,2,7,4,1,3,6,3,5,4,5,3,6,1,5,4,5,3,2,3,3,5,5,6,4,1,6,2,3,5,3,5,3,6,5,2,3,5,7,2,2,3,6,4,7,5,5,4,3,5,6,1,5,2,28.599,192.888,195.182,108,3,3,3,3,3,2,5,4,5,3,4,5,3,2,2,5,3,4,3,1,1,2,2,1,3,2,5,2,4,3,2,3,4,4,2,3,3,3,2,3,5,3,4,1,1,4,2,4,4,4,3,3,2,2,4,3,2,2,3,4,3,4,3,2,5,4,2,3,4,4,3,5,3,2,4,4,3,3,2,4,2,4,4,5,2,5,5,3,4,5,4,3,4,2,3,5,3,5,3,4,3,3,5,2,3,2,4,4,3,4,2,4,4,2,4,1,3,4,2,2,4,3,1,4,4,3,5,5,4,4,3,5,5,3,3,4,4,3,3,3,4,5,4,4,5,3,3,2,2,4,3,2,5,2,5,1,3,4,4,3,3.568,204.231,207.317,233,3,4,2,4,5,2,2,3,5,4,3,3,2,1,5,2,4,4,2,5,3,3,2,3,1,4,,2,4,3,3,1,2,3,2,2,8.072,50.274,51.55,54
1105,TRUE,1,6,6,3,6,7,3,6,5,4,3,3.061,23.185,24.089,11,4,5,3,4,4,5,2,4,2,5,1,4,4,5,3,5,2,2,4,2,5.925,105.674,106.16,26,4,3,5,5,4,5,3,5,1,5,4,1,4,6.052,45.526,46.155,14,Chris G,Aiden C,Shiny H,Coming J,Katherine Z,Angelique L,Jove L,Larry L,8.465,130.865,140.534,11,2,4,7,5,7,7,2,5,2,5,2,2,6,2,4,4,2,6,6,6,1,6,5,1,2,5,2,1,6,2,3,3,2,5,7,6,5,6,2,4,5,3,2,5,1,1,5,2,4,6,5,5,2,5,5,2,2,3,2,2,6,2,2,5,6,2,6,7,1,7,5,2,5,4,1,1,5,1,2,2,7.832,211.052,211.858,89,5,1,4,4,3,4,2,2,5,2,4,4,2,3,2,2,4,3,4,4,3,4,2,2,5,3,4,4,3,4,2,2,5,3,4,3,2,4,3,3,5,3,4,4,5,4,3,3,4,2,3,3,3,2,3,3,5,2,5,3,4,4,2,3,1,3,4,2,3,2,2,2,4,3,3,3,4,4,3,3,4,2,4,4,4,2,3,1,4,2,4,4,1,4,2,2,5,2,5,4,5,4,3,3,5,3,5,5,5,5,2,5,4,2,2,2,2,2,2,3,4,2,4,4,3,3,2,3,4,2,4,4,2,2,2,2,4,2,3,4,3,4,3,3,5,2,4,4,4,4,3,4,5,4,5,5,4,4,4,2,13.567,431.351,432.472,190,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,1,1,1,1,4,1,1,1,4,3,4,3,3,2,2,1,8.841,95.635,96.151,46
2324,TRUE,1,6,5,6,5,6,5,5,5,3,2,5.971,70.78,71.866,13,5,5,4,3,4,2,3,4,1,3,4,4,4,5,5,5,3,2,5,3,26.839,173.242,175.432,26,4,4,3,5,4,4,3,5,1,4,5,4,4,9.328,83.28,83.951,19,Ashley,Jane,Nhi,Nancy,Rei,Zora,Jennie,Lily,1.956,375.125,717.113,17,6,6,6,5,2,5,7,2,1,2,1,1,1,1,4,1,7,7,5,7,6,4,4,4,5,6,6,4,4,6,4,4,6,6,6,5,3,4,6,4,4,2,4,6,6,2,2,7,6,6,6,6,7,7,4,7,5,4,5,6,2,4,4,4,1,2,2,3,2,2,4,4,3,4,3,3,4,4,4,4,8.564,377.638,382.426,105,5,5,4,3,4,4,3,3,4,5,4,3,4,4,3,3,4,4,3,4,4,3,3,3,4,4,4,3,4,4,3,3,4,3,4,4,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,4,3,3,3,4,5,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,3,3,4,3,4,4,3,3,3,16.989,534.862,536.386,185,2,4,3,2,2,2,1,4,1,1,3,1,1,2,1,2,1,1,3,1,1,2,2,1,3,1,2,1,5,3,4,3,2,2,1,1,7.322,127.787,128.808,45
2319,TRUE,1,6,5,5,2,6,1,7,2,6,1,0.939,64.851,81.808,33,2,4,2,1,3,2,1,4,2,4,2,2,3,3,5,5,1,1,3,2,20.876,216.877,217.789,69,4,3,4,2,3,3,3,3,1,4,4,1,4,3.194,159.136,159.801,47,Amir A,Uz A,Aidan V,Michael S,Rick C,Neeraj M,Isha B,Riya B,0.833,159.68,165.804,15,7,6,6,7,6,5,6,1,2,6,3,2,3,2,5,5,7,5,6,5,5,5,4,4,2,5,2,2,5,4,6,6,6,6,5,3,3,5,6,2,5,4,4,3,2,2,6,2,4,2,5,5,2,5,6,2,5,3,3,5,4,5,4,4,2,3,4,2,7,5,6,5,6,2,6,4,5,4,4,4,2.286,225.276,226.213,125,3,4,2,4,5,4,3,3,2,3,4,4,4,2,2,4,4,5,4,2,3,2,2,4,3,3,2,3,3,3,4,2,2,4,4,4,2,4,2,3,2,4,5,2,4,1,2,4,4,2,4,3,2,4,4,4,4,3,4,2,4,3,3,3,4,4,4,3,4,3,2,4,4,2,4,3,2,4,4,5,3,3,3,4,3,2,3,5,3,3,2,4,3,5,5,4,3,4,3,5,3,4,4,2,3,2,4,4,3,4,2,4,4,4,4,3,3,3,3,3,4,2,4,2,4,4,2,4,2,2,1,3,4,3,4,2,4,4,4,3,4,4,3,2,4,3,2,4,3,2,2,3,2,3,2,3,2,2,3,2,10.457,156.142,156.678,255,1,2,5,4,3,5,4,3,4,2,4,4,4,2,3,5,3,2,2,3,3,5,5,2,5,3,4,3,2,3,5,3,5,5,2,1,4.839,27.892,28.408,48
3936,TRUE,1,2,6,3,5,6,7,5,6,3,2,2.43,29.064,29.754,11,4,5,2,3,2,3,1,3,1,4,2,3,5,3,2,5,4,5,5,2,4.731,94.599,95.843,26,4,2,4,3,2,4,4,4,1,4,1,1,2,8.847,47.91,50.637,16,Cooper,Gabbie,Sue,Thomas,James,Marcy,Harry,Eric,1.698,83.206,89.321,17,1,5,3,7,7,5,3,1,3,5,5,4,2,5,7,2,3,5,6,7,6,6,2,1,7,5,6,3,3,2,3,4,3,6,5,7,6,6,3,1,7,5,7,1,4,5,6,6,7,7,3,6,6,6,2,2,6,3,1,2,3,4,4,5,1,3,2,6,5,4,3,5,1,2,2,2,2,2,5,5,4.741,204.013,205.335,92,2,3,3,3,2,2,1,1,4,3,5,5,3,3,1,2,5,2,1,1,1,1,2,3,1,1,2,4,3,3,1,1,1,3,3,5,2,2,1,1,3,3,2,3,2,2,1,1,1,2,2,2,1,1,1,1,4,3,2,3,2,2,3,1,1,1,4,2,2,1,1,1,2,4,5,4,3,5,3,3,3,3,4,4,4,5,2,2,4,4,5,5,3,3,5,2,5,3,3,4,5,5,3,2,5,4,5,3,4,4,2,3,4,3,3,3,3,3,2,2,5,4,4,3,5,5,3,3,1,3,4,5,2,3,2,2,5,4,5,3,4,4,4,3,5,5,5,5,5,5,5,5,1,4,4,4,2,2,3,3,6.488,522.154,524.611,192,2,2,1,2,2,1,1,3,2,3,2,5,3,2,3,3,1,1,3,2,1,1,5,1,1,1,1,5,5,2,3,3,3,3,1,1,3.681,94.633,96.279,38
2325,TRUE,1,6,5,6,4,5,3,6,2,6,2,16.411,47.011,47.917,11,3,5,2,3,2,4,3,4,1,5,3,5,5,3,4,5,3,1,2,2,8.534,337.553,338.832,29,4,5,4,3,3,4,3,5,1,4,4,1,4,37.469,138.237,139.159,18,Talia Z,Michaela W,Samantha W,Mackenna P,Bella P,Ishika P,Tori R,Michael S,19.708,154.408,189.15,8,4,7,6,7,1,5,5,4,4,5,5,5,1,4,2,2,7,6,7,2,2,7,5,6,1,2,2,6,6,2,3,4,5,6,3,2,2,6,5,3,2,1,2,3,7,3,4,2,5,6,6,2,3,5,2,4,1,1,1,3,3,1,2,1,7,6,7,2,6,7,5,6,4,2,2,3,3,5,6,6,15.365,409.7,410.946,105,2,2,2,2,1,1,4,3,3,4,2,4,1,3,4,3,3,2,4,3,4,3,2,3,4,5,3,2,1,3,3,3,5,4,4,2,2,3,2,4,4,5,3,3,3,4,2,3,1,1,2,3,2,3,3,1,1,1,2,5,1,2,3,3,4,4,2,1,1,3,1,3,5,4,3,1,1,3,2,1,3,4,2,1,1,2,2,3,5,4,4,1,1,4,2,3,5,5,4,4,3,3,4,3,2,2,2,5,4,2,2,3,2,3,2,3,1,2,1,1,5,5,4,3,3,3,4,3,3,2,3,2,1,2,2,2,3,3,1,3,3,2,1,2,1,3,1,4,3,2,1,2,4,4,2,2,4,3,3,2,13.092,887.663,888.614,211,1,4,1,2,3,1,1,3,1,1,2,1,3,1,,2,1,1,4,1,2,2,2,3,2,1,2,2,3,3,4,1,1,5,1,2,9.086,166.636,167.484,42
1389,TRUE,1,2,4,5,5,3,6,4,4,3,2,11.489,53.755,54.512,11,4,5,3,2,2,3,4,4,2,4,2,4,5,5,5,5,1,3,4,3,10.551,125.483,127.791,23,3,4,4,2,4,4,3,4,2,4,4,1,4,9.747,101.01,101.699,16,Logan C,Jon R,Aidan F,Jordan F,Justin F,Aaron D,Jason R,Adam R,28.248,139.363,144.222,14,2,3,2,3,7,3,3,4,5,7,5,7,5,7,6,2,3,7,4,7,5,7,7,2,7,4,6,5,5,7,4,5,5,7,3,2,7,7,6,6,5,5,6,4,1,5,5,5,3,5,5,5,6,4,6,1,6,2,4,2,5,2,5,7,3,4,4,4,7,4,6,1,3,5,4,5,1,5,2,6,14.002,274.217,275.129,93,2,1,2,5,4,1,3,1,4,1,3,5,5,1,3,1,3,1,2,2,3,1,3,1,3,1,2,4,4,1,2,1,3,1,3,5,4,1,4,1,3,1,3,4,5,1,3,1,3,1,3,3,3,1,3,5,4,1,4,5,5,1,4,1,2,1,2,1,4,1,3,1,2,5,2,2,5,5,4,5,3,1,2,3,4,1,3,1,2,1,1,3,5,2,3,1,5,5,3,5,5,5,4,5,5,2,4,3,5,5,4,4,3,5,2,4,2,5,2,5,3,5,3,3,3,4,2,5,1,1,1,1,1,1,1,1,5,2,5,4,2,5,4,1,5,1,5,4,2,5,3,1,2,1,2,2,3,1,2,5,13.481,438.558,439.705,186,1,4,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,3,1,2,1,1,2,1,1,1,1,3,1,4,2,3,1,3,1,14.909,118.526,119.566,38
1174,TRUE,1,3,3,6,4,5,7,6,2,6,3,9.762,39.522,40.714,12,3,3,3,3,2,4,4,3,2,4,4,3,3,4,4,4,4,3,4,2,6.578,102.855,104.03,22,4,3,3,3,3,3,2,4,2,3,3,3,3,6.987,61.899,62.65,14,Dylan K,Shelby K,Natalie H,Bryce H,Isaac W,Klay R,Nic B,Sammy S,18.311,86.867,100.523,14,4,4,6,7,7,5,6,7,5,2,4,3,6,2,2,6,4,7,7,6,4,7,6,5,6,2,3,5,6,2,2,6,5,4,5,6,6,4,4,6,4,5,4,2,2,5,4,2,4,5,5,6,4,5,4,4,6,3,3,3,6,3,3,3,4,6,5,4,2,6,5,3,4,3,3,3,3,3,4,3,6.937,158.979,160.416,84,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,3,2,3,3,3,2,2,3,4,3,4,5,4,3,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,3,5,4,4,3,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,5,4,4,5,5,4,4,5,4,3,4,4,4,3,3,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,3,5,3,3,4,3,4,3,3,3,9.637,245.678,247.064,176,2,2,2,3,3,2,2,3,2,2,4,2,2,3,2,2,2,2,3,2,2,3,2,3,4,3,2,3,5,2,4,4,2,3,2,2,11.65,94.952,95.709,37
691,TRUE,1,2,3,7,5,5,7,6,1,4,2,3.213,29.652,30.358,24,5,4,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4.676,48.255,49.434,48,4,4,4,4,4,4,4,4,4,4,4,4,4,6.907,33.921,35.655,31,Alexa B,Matthew W,Sherry W,Nathan G,Alana C,Luca d,Weston M,Lebron J,5.082,146.261,147.147,15,1,1,1,7,7,1,7,7,1,1,1,7,5,2,6,6,7,7,7,4,5,6,2,6,7,5,5,5,5,6,5,2,4,3,4,7,7,4,7,7,7,6,7,1,1,3,1,1,7,7,7,7,7,7,7,7,1,1,1,5,3,1,5,5,6,7,6,4,5,6,4,4,5,5,5,5,5,5,5,5,4.629,166.798,167.484,133,3,2,2,4,4,4,3,4,2,2,3,4,2,4,4,4,3,2,4,3,2,2,3,4,3,4,2,3,4,4,3,2,4,3,3,3,2,4,3,2,5,3,4,2,4,3,2,2,4,5,2,2,3,3,5,4,4,3,3,3,4,3,4,4,3,3,5,5,4,4,2,2,5,4,3,4,5,5,4,4,5,5,3,4,5,4,5,4,5,4,4,5,4,3,4,4,3,3,3,2,4,5,3,4,5,4,4,3,4,2,3,3,3,4,3,4,5,2,3,5,4,4,4,5,4,5,4,3,3,3,3,3,3,3,3,3,4,3,3,3,5,4,3,4,4,2,3,4,3,4,3,4,3,3,3,3,3,3,3,3,1.361,148.891,150.017,235,2,4,1,3,3,3,1,4,1,1,4,4,,3,1,1,3,1,5,3,1,4,3,5,1,1,4,4,5,4,3,3,3,4,1,3,1.291,41.182,41.78,46
195992,TRUE,1,3,2,6,3,5,6,5,2,5,3,11.169,33.147,34.105,12,3,3,3,3,3,4,4,4,2,4,3,4,4,2,4,4,3,2,3,3,2.202,58.639,59.63,29,3,3,3,2,2,3,2,3,3,3,2,3,3,347.316,412.575,413.707,15,Dylan K,Natalie H,Bryan K,Brandon H,Klay R,Isaac W,Sammy S,Fritz S,3.643,59.451,63.866,10,3,4,4,5,3,4,6,5,4,3,3,5,2,2,5,3,5,6,5,5,5,5,5,5,5,3,4,5,5,3,5,3,5,5,5,5,5,5,5,5,5,4,3,3,6,4,3,3,5,5,6,4,5,5,5,5,4,3,3,4,3,3,4,3,5,5,5,5,5,5,5,5,2,3,2,3,3,2,3,3,8.369,137.495,139.67,95,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,2,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,2,2,3,2,2,3,2,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,4,3,4,3,4,3,3,4,4,4,3,4,3,4,3,4,4,4,3,4,3,3,3,4,4,3,4,4,3,4,3,3,4,4,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,6.067,241.134,244.254,185,2,2,2,,3,2,3,3,2,2,3,3,3,1,3,3,2,3,2,2,2,2,3,2,3,2,3,2,4,2,4,2,3,2,2,2,9.223,93.86,95.556,43
